iteration, eigindex, value, type
0,N/A,0,t
0,0,1255079.048900,A
1,0,2.517052,vr
1,0,0.000000,vi
1,1,1.573424,vr
1,1,0.993892,vi
1,2,1.573424,vr
1,2,-0.993892,vi
1,3,-0.860533,vr
1,3,1.190823,vi
1,4,-0.860533,vr
1,4,-1.190823,vi
1,5,-0.409677,vr
1,5,0.317114,vi
1,6,-0.409677,vr
1,6,-0.317114,vi
1,7,-0.034359,vr
1,7,0.192935,vi
1,8,-0.034359,vr
1,8,-0.192935,vi
1,9,0.260451,vr
1,9,0.000000,vi
1,N/A,1.856697,t
1,0,15.564500,A
2,0,1.119230,vr
2,0,1.612396,vi
2,1,1.119230,vr
2,1,-1.612396,vi
2,2,1.601950,vr
2,2,0.725735,vi
2,3,1.601950,vr
2,3,-0.725735,vi
2,4,-0.030056,vr
2,4,1.629799,vi
2,5,-0.030056,vr
2,5,-1.629799,vi
2,6,-1.357015,vr
2,6,1.204951,vi
2,7,-1.357015,vr
2,7,-1.204951,vi
2,8,-0.302904,vr
2,8,0.000000,vi
2,9,-0.855094,vr
2,9,0.000000,vi
2,N/A,3.548323,t
2,0,24.734041,A
3,0,-6.042831,vr
3,0,0.000000,vi
3,1,0.170699,vr
3,1,2.175153,vi
3,2,0.170699,vr
3,2,-2.175153,vi
3,3,-0.932896,vr
3,3,0.000000,vi
3,4,-0.332747,vr
3,4,0.000000,vi
3,5,1.363110,vr
3,5,0.989845,vi
3,6,1.363110,vr
3,6,-0.989845,vi
3,7,0.662636,vr
3,7,0.599666,vi
3,8,0.662636,vr
3,8,-0.599666,vi
3,9,2.137426,vr
3,9,0.000000,vi
3,N/A,5.330420,t
3,0,6.698589,A
4,0,0.196301,vr
4,0,4.372056,vi
4,1,0.196301,vr
4,1,-4.372056,vi
4,2,-3.504499,vr
4,2,0.000000,vi
4,3,3.009537,vr
4,3,0.000000,vi
4,4,-0.485147,vr
4,4,1.048415,vi
4,5,-0.485147,vr
4,5,-1.048415,vi
4,6,1.586192,vr
4,6,0.000000,vi
4,7,1.069969,vr
4,7,0.000000,vi
4,8,0.501922,vr
4,8,0.676470,vi
4,9,0.501922,vr
4,9,-0.676470,vi
4,N/A,7.101962,t
4,0,14.619818,A
5,0,0.284590,vr
5,0,4.681194,vi
5,1,0.284590,vr
5,1,-4.681194,vi
5,2,-4.662144,vr
5,2,0.000000,vi
5,3,2.888799,vr
5,3,0.000000,vi
5,4,-2.078693,vr
5,4,1.594948,vi
5,5,-2.078693,vr
5,5,-1.594948,vi
5,6,1.095592,vr
5,6,0.000000,vi
5,7,0.273635,vr
5,7,0.677366,vi
5,8,0.273635,vr
5,8,-0.677366,vi
5,9,0.160680,vr
5,9,0.000000,vi
5,N/A,8.711826,t
5,0,49.756059,A
6,0,0.926121,vr
6,0,4.790989,vi
6,1,0.926121,vr
6,1,-4.790989,vi
6,2,-3.080909,vr
6,2,2.402188,vi
6,3,-3.080909,vr
6,3,-2.402188,vi
6,4,3.343675,vr
6,4,0.000000,vi
6,5,1.310838,vr
6,5,0.000000,vi
6,6,0.818028,vr
6,6,0.848829,vi
6,7,0.818028,vr
6,7,-0.848829,vi
6,8,-1.174103,vr
6,8,0.728932,vi
6,9,-1.174103,vr
6,9,-0.728932,vi
6,N/A,10.500954,t
6,0,15.032685,A
7,0,5.098733,vr
7,0,0.000000,vi
7,1,0.108222,vr
7,1,4.296664,vi
7,2,0.108222,vr
7,2,-4.296664,vi
7,3,3.321398,vr
7,3,0.000000,vi
7,4,-3.016412,vr
7,4,1.811087,vi
7,5,-3.016412,vr
7,5,-1.811087,vi
7,6,-4.579580,vr
7,6,0.000000,vi
7,7,-2.738695,vr
7,7,0.000000,vi
7,8,0.603221,vr
7,8,0.068032,vi
7,9,0.603221,vr
7,9,-0.068032,vi
7,N/A,12.098426,t
7,0,14.073456,A
8,0,4.996383,vr
8,0,0.000000,vi
8,1,1.020428,vr
8,1,4.744677,vi
8,2,1.020428,vr
8,2,-4.744677,vi
8,3,-3.242728,vr
8,3,0.000000,vi
8,4,-2.187643,vr
8,4,2.724430,vi
8,5,-2.187643,vr
8,5,-2.724430,vi
8,6,2.786714,vr
8,6,0.000000,vi
8,7,2.085168,vr
8,7,0.000000,vi
8,8,-0.343931,vr
8,8,0.946003,vi
8,9,-0.343931,vr
8,9,-0.946003,vi
8,N/A,13.430750,t
8,0,3.876137,A
9,0,-4.050736,vr
9,0,0.000000,vi
9,1,-2.143323,vr
9,1,3.470597,vi
9,2,-2.143323,vr
9,2,-3.470597,vi
9,3,-0.017026,vr
9,3,4.081578,vi
9,4,-0.017026,vr
9,4,-4.081578,vi
9,5,4.533552,vr
9,5,0.000000,vi
9,6,3.104396,vr
9,6,0.000000,vi
9,7,2.164327,vr
9,7,0.000000,vi
9,8,0.602834,vr
9,8,1.356060,vi
9,9,0.602834,vr
9,9,-1.356060,vi
9,N/A,14.969683,t
9,0,3.962998,A
10,0,0.807094,vr
10,0,5.014114,vi
10,1,0.807094,vr
10,1,-5.014114,vi
10,2,3.627598,vr
10,2,0.923955,vi
10,3,3.627598,vr
10,3,-0.923955,vi
10,4,3.011819,vr
10,4,0.000000,vi
10,5,-3.379209,vr
10,5,1.703234,vi
10,6,-3.379209,vr
10,6,-1.703234,vi
10,7,-2.215455,vr
10,7,1.333189,vi
10,8,-2.215455,vr
10,8,-1.333189,vi
10,9,-2.090988,vr
10,9,0.000000,vi
10,N/A,16.620670,t
10,0,22.231402,A
11,0,4.720959,vr
11,0,1.575504,vi
11,1,4.720959,vr
11,1,-1.575504,vi
11,2,1.247675,vr
11,2,4.587506,vi
11,3,1.247675,vr
11,3,-4.587506,vi
11,4,-1.859355,vr
11,4,3.457654,vi
11,5,-1.859355,vr
11,5,-3.457654,vi
11,6,-4.816562,vr
11,6,0.000000,vi
11,7,0.355461,vr
11,7,0.294054,vi
11,8,0.355461,vr
11,8,-0.294054,vi
11,9,-2.703729,vr
11,9,0.000000,vi
11,N/A,18.141601,t
11,0,3.890072,A
12,0,0.718463,vr
12,0,5.525693,vi
12,1,0.718463,vr
12,1,-5.525693,vi
12,2,4.163066,vr
12,2,0.743083,vi
12,3,4.163066,vr
12,3,-0.743083,vi
12,4,-5.296319,vr
12,4,0.000000,vi
12,5,2.120373,vr
12,5,0.000000,vi
12,6,-1.521837,vr
12,6,3.577959,vi
12,7,-1.521837,vr
12,7,-3.577959,vi
12,8,-2.013464,vr
12,8,0.309383,vi
12,9,-2.013464,vr
12,9,-0.309383,vi
12,N/A,19.632820,t
12,0,44.607272,A
13,0,1.241021,vr
13,0,4.967802,vi
13,1,1.241021,vr
13,1,-4.967802,vi
13,2,-5.450788,vr
13,2,0.000000,vi
13,3,-2.439086,vr
13,3,3.218079,vi
13,4,-2.439086,vr
13,4,-3.218079,vi
13,5,-2.115622,vr
13,5,0.975516,vi
13,6,-2.115622,vr
13,6,-0.975516,vi
13,7,4.000316,vr
13,7,1.861040,vi
13,8,4.000316,vr
13,8,-1.861040,vi
13,9,3.074433,vr
13,9,0.000000,vi
13,N/A,21.472032,t
13,0,22.073064,A
14,0,5.296075,vr
14,0,0.000000,vi
14,1,4.299163,vr
14,1,0.000000,vi
14,2,0.389377,vr
14,2,4.447030,vi
14,3,0.389377,vr
14,3,-4.447030,vi
14,4,-1.721298,vr
14,4,3.576736,vi
14,5,-1.721298,vr
14,5,-3.576736,vi
14,6,1.518261,vr
14,6,0.000000,vi
14,7,-1.278647,vr
14,7,0.000000,vi
14,8,-4.022627,vr
14,8,0.319048,vi
14,9,-4.022627,vr
14,9,-0.319048,vi
14,N/A,22.918373,t
14,0,3.733588,A
15,0,7.054458,vr
15,0,0.000000,vi
15,1,0.924109,vr
15,1,5.145468,vi
15,2,0.924109,vr
15,2,-5.145468,vi
15,3,3.233000,vr
15,3,1.275838,vi
15,4,3.233000,vr
15,4,-1.275838,vi
15,5,-5.125190,vr
15,5,0.678451,vi
15,6,-5.125190,vr
15,6,-0.678451,vi
15,7,-1.952326,vr
15,7,3.631551,vi
15,8,-1.952326,vr
15,8,-3.631551,vi
15,9,-2.075585,vr
15,9,0.000000,vi
15,N/A,24.332641,t
15,0,12.047732,A
16,0,5.015080,vr
16,0,0.689115,vi
16,1,5.015080,vr
16,1,-0.689115,vi
16,2,0.292444,vr
16,2,4.704287,vi
16,3,0.292444,vr
16,3,-4.704287,vi
16,4,-0.754042,vr
16,4,4.587854,vi
16,5,-0.754042,vr
16,5,-4.587854,vi
16,6,-4.577201,vr
16,6,0.422604,vi
16,7,-4.577201,vr
16,7,-0.422604,vi
16,8,-2.279888,vr
16,8,0.000000,vi
16,9,-0.134973,vr
16,9,0.000000,vi
16,N/A,25.839762,t
16,0,1.439770,A
17,0,5.063675,vr
17,0,0.320193,vi
17,1,5.063675,vr
17,1,-0.320193,vi
17,2,0.056445,vr
17,2,4.988061,vi
17,3,0.056445,vr
17,3,-4.988061,vi
17,4,-5.133668,vr
17,4,0.000000,vi
17,5,-1.702278,vr
17,5,3.874253,vi
17,6,-1.702278,vr
17,6,-3.874253,vi
17,7,1.572455,vr
17,7,0.000000,vi
17,8,-1.841895,vr
17,8,1.172787,vi
17,9,-1.841895,vr
17,9,-1.172787,vi
17,N/A,27.378142,t
17,0,3.539620,A
18,0,4.844726,vr
18,0,0.949406,vi
18,1,4.844726,vr
18,1,-0.949406,vi
18,2,0.682082,vr
18,2,5.070524,vi
18,3,0.682082,vr
18,3,-5.070524,vi
18,4,3.009344,vr
18,4,0.000000,vi
18,5,-1.444427,vr
18,5,3.661421,vi
18,6,-1.444427,vr
18,6,-3.661421,vi
18,7,-5.527732,vr
18,7,0.000000,vi
18,8,-2.895626,vr
18,8,1.148445,vi
18,9,-2.895626,vr
18,9,-1.148445,vi
18,N/A,33.043825,t
18,0,6.488372,A
19,0,4.709736,vr
19,0,0.966926,vi
19,1,4.709736,vr
19,1,-0.966926,vi
19,2,0.420180,vr
19,2,5.241361,vi
19,3,0.420180,vr
19,3,-5.241361,vi
19,4,2.385041,vr
19,4,0.000000,vi
19,5,-1.553747,vr
19,5,3.302171,vi
19,6,-1.553747,vr
19,6,-3.302171,vi
19,7,-3.908413,vr
19,7,0.000000,vi
19,8,-2.653184,vr
19,8,1.531441,vi
19,9,-2.653184,vr
19,9,-1.531441,vi
19,N/A,34.546679,t
19,0,5.677600,A
20,0,4.852889,vr
20,0,2.019931,vi
20,1,4.852889,vr
20,1,-2.019931,vi
20,2,4.634538,vr
20,2,0.000000,vi
20,3,0.899553,vr
20,3,5.012602,vi
20,4,0.899553,vr
20,4,-5.012602,vi
20,5,-1.283284,vr
20,5,3.711855,vi
20,6,-1.283284,vr
20,6,-3.711855,vi
20,7,-2.643681,vr
20,7,0.856434,vi
20,8,-2.643681,vr
20,8,-0.856434,vi
20,9,-5.627409,vr
20,9,0.000000,vi
20,N/A,36.228485,t
20,0,2.057919,A
21,0,4.862686,vr
21,0,0.962920,vi
21,1,4.862686,vr
21,1,-0.962920,vi
21,2,0.819958,vr
21,2,4.930803,vi
21,3,0.819958,vr
21,3,-4.930803,vi
21,4,2.077596,vr
21,4,0.000000,vi
21,5,-2.221638,vr
21,5,3.416265,vi
21,6,-2.221638,vr
21,6,-3.416265,vi
21,7,-2.687655,vr
21,7,1.164001,vi
21,8,-2.687655,vr
21,8,-1.164001,vi
21,9,-5.364386,vr
21,9,0.000000,vi
21,N/A,37.710062,t
21,0,1.253852,A
22,0,5.041877,vr
22,0,1.024464,vi
22,1,5.041877,vr
22,1,-1.024464,vi
22,2,0.452940,vr
22,2,4.971636,vi
22,3,0.452940,vr
22,3,-4.971636,vi
22,4,-1.100479,vr
22,4,5.056070,vi
22,5,-1.100479,vr
22,5,-5.056070,vi
22,6,-5.673228,vr
22,6,0.000000,vi
22,7,-3.437925,vr
22,7,0.000000,vi
22,8,-1.030094,vr
22,8,0.000000,vi
22,9,1.858668,vr
22,9,0.000000,vi
22,N/A,39.105387,t
22,0,7.204798,A
23,0,5.110378,vr
23,0,0.893255,vi
23,1,5.110378,vr
23,1,-0.893255,vi
23,2,0.488007,vr
23,2,5.392253,vi
23,3,0.488007,vr
23,3,-5.392253,vi
23,4,-1.958659,vr
23,4,3.885960,vi
23,5,-1.958659,vr
23,5,-3.885960,vi
23,6,-5.439739,vr
23,6,0.000000,vi
23,7,-2.777671,vr
23,7,1.074068,vi
23,8,-2.777671,vr
23,8,-1.074068,vi
23,9,2.337484,vr
23,9,0.000000,vi
23,N/A,40.567588,t
23,0,1.486581,A
24,0,5.390057,vr
24,0,0.558753,vi
24,1,5.390057,vr
24,1,-0.558753,vi
24,2,3.515226,vr
24,2,0.000000,vi
24,3,0.224694,vr
24,3,5.125940,vi
24,4,0.224694,vr
24,4,-5.125940,vi
24,5,-0.638787,vr
24,5,3.901058,vi
24,6,-0.638787,vr
24,6,-3.901058,vi
24,7,-5.108955,vr
24,7,0.000000,vi
24,8,-4.931213,vr
24,8,0.000000,vi
24,9,-0.764651,vr
24,9,0.000000,vi
24,N/A,42.311945,t
24,0,1.891367,A
25,0,5.361711,vr
25,0,0.996278,vi
25,1,5.361711,vr
25,1,-0.996278,vi
